196	515
196	1258
186	1011
186	297
186	560
186	851
22	155
22	1315
22	741
22	928
22	976
22	879
244	1067
244	1324
244	868
244	1578
244	1266
244	1214
244	1523
244	38
244	928
244	1316
166	486
298	685
298	494
298	618
298	226
298	1268
298	1097
115	520
115	1051
115	412
115	1206
253	252
253	977
253	1319
253	123
305	1301
305	833
305	1105
305	430
305	1373
305	662
305	1435
305	1178
305	1296
6	947
6	718
6	162
6	1068
6	1317
6	1438
6	865
6	1049
6	1256
62	522
62	140
62	1184
62	858
62	468
62	146
62	1414
62	1214
62	1495
62	1467
286	420
286	768
286	1557
286	886
286	1321
286	1641
286	1392
286	928
286	936
286	370
286	624
286	346
200	73
200	712
200	768
200	1034
200	545
200	1610
200	1190
200	1017
200	149
210	1393
210	1545
210	624
210	261
210	335
210	825
224	263
224	1328
224	802
224	1011
224	506
224	409
303	978
303	711
303	1623
303	400
303	1441
303	1639
303	1074
303	728
303	1489
303	1444
303	561
303	951
303	801
303	816
303	560
303	1548
303	1477
303	1081
303	1263
303	1542
122	1440
122	1071
122	1362
194	65
194	726
194	1436
194	1125
194	1452
194	1652
194	408
194	861
194	395
194	251
194	1371
194	1058
194	1272
291	199
291	115
291	1262
291	1390
291	197
291	281
291	297
291	1295
291	633
291	946
291	607
291	1516
234	1165
234	1180
234	1045
234	439
234	1197
234	954
234	225
234	781
234	1489
234	272
234	597
234	728
234	1581
234	780
234	1019
234	862
234	1664
234	1433
234	691
234	680
119	1392
119	969
119	218
119	1191
119	1606
119	1485
119	34
119	1344
167	952
167	1314
167	720
299	1605
299	1331
299	64
299	1010
299	2
299	361
299	868
299	183
299	1454
299	1144
299	992
299	27
308	1471
308	1199
308	1430
308	1144
308	260
308	524
308	384
308	148
308	271
308	1641
308	1058
308	1390
308	630
308	1392
308	220
308	620
95	1024
95	116
95	1290
95	746
95	559
95	305
95	944
95	723
95	1407
95	1324
95	750
95	1369
38	862
38	1541
38	531
38	277
38	859
102	819
102	1101
102	706
102	90
102	1199
102	952
102	919
102	1244
102	633
63	364
63	1119
63	1143
63	880
160	1465
160	1193
160	1398
160	555
160	666
50	1191
301	149
301	1045
301	1357
301	1192
301	1014
301	925
301	489
301	1252
301	832
301	659
301	486
225	1210
225	1076
290	880
290	303
290	1152
290	1450
290	1292
290	620
97	695
97	58
97	596
157	1539
157	231
157	197
181	657
181	556
181	421
181	947
181	409
181	438
181	568
181	550
181	82
181	515
181	454
181	1469
181	1286
181	239
181	780
181	1612
181	180
181	1567
278	198
276	1361
276	1217
276	264
276	574
276	1535
276	599
276	1596
276	178
276	861
276	452
276	947
276	313
276	1607
276	355
276	1654
276	1411
276	286
276	1085
276	131
276	1205
276	1242
7	1573
7	222
7	1113
7	697
7	958
7	1529
7	1606
7	793
7	74
7	247
7	955
7	73
7	1489
7	1090
7	842
7	936
7	1117
10	144
10	607
10	1559
10	1500
10	281
10	1344
10	88
10	375
284	1336
284	963
201	925
201	1030
201	491
201	1022
201	1302
201	1556
201	532
201	1652
201	993
201	818
201	309
201	1384
201	966
201	1053
201	126
201	1496
287	647
287	762
287	1108
246	753
246	700
246	1163
246	534
246	1022
246	313
246	892
246	190
242	466
249	652
249	720
249	254
249	940
249	1071
249	1283
249	397
99	1328
99	1051
99	222
99	1172
99	782
99	1274
178	740
178	995
178	1181
178	380
178	343
178	702
178	1111
178	618
178	929
178	1256
178	1303
251	738
251	501
251	673
251	824
81	656
81	134
81	1548
260	16
25	878
25	594
25	987
25	287
59	1139
59	1179
59	1419
59	678
59	1032
59	1144
59	221
59	1123
59	226
59	690
59	1076
59	449
59	832
59	43
59	53
59	255
72	877
72	1096
72	619
72	1488
72	1392
72	300
87	569
87	1245
87	257
87	19
87	627
87	1527
87	1274
87	841
87	249
42	1558
42	850
42	400
42	580
42	92
42	56
42	1127
42	469
292	1658
292	1103
292	280
292	1428
292	1468
20	375
20	1436
13	1468
13	1454
13	122
13	1418
13	284
13	964
13	232
13	295
13	536
13	1491
13	206
13	1617
13	166
13	1462
13	698
13	456
13	971
13	1053
13	1369
13	366
13	1522
13	1270
13	1311
13	1493
13	1175
13	1046
138	1335
138	1035
138	939
60	75
60	796
60	1410
60	573
60	1204
60	685
60	1163
60	777
60	858
57	997
57	673
57	459
57	1153
57	1197
223	1297
223	965
223	206
223	389
223	1348
189	891
189	1176
189	1263
189	932
189	635
189	458
189	1193
189	299
243	1075
243	1082
243	43
243	880
92	416
92	1128
92	397
92	336
92	668
92	1063
92	1184
92	909
92	1276
92	1574
92	1245
92	970
92	1338
92	641
92	1189
92	980
241	603
254	680
254	889
254	1257
254	947
254	1159
254	1459
254	914
293	413
293	810
293	923
293	976
293	1429
293	268
293	853
293	1676
293	1300
293	664
293	671
293	1122
293	406
293	525
293	731
293	1066
127	766
222	538
222	360
222	984
222	674
222	394
222	1483
222	354
222	103
222	867
222	1491
222	995
222	438
222	299
222	760
222	1015
222	1445
267	967
267	287
267	505
267	660
267	1286
267	1165
267	137
267	1203
11	101
11	1031
11	563
11	1048
11	813
11	218
11	200
11	130
8	515
8	1064
8	642
162	1531
162	1160
279	474
279	1462
279	1208
279	468
279	1198
279	1605
279	651
279	1043
279	692
279	1058
279	1501
279	1374
279	819
279	611
279	1332
279	1201
279	815
279	1363
145	1378
145	1007
145	1336
145	1435
145	675
145	153
145	1229
145	797
145	792
145	142
145	914
145	753
145	1221
28	822
28	1336
28	1368
28	1530
135	1461
135	948
135	947
32	864
32	423
90	765
90	1489
90	870
90	439
90	626
90	1643
90	76
90	1085
90	873
90	1252
90	1478
90	520
216	1063
216	929
216	842
216	967
216	116
216	1056
250	821
250	1474
250	1499
250	533
250	1533
271	865
271	843
271	801
271	949
271	262
271	993
271	382
271	1091
271	1320
271	1013
271	299
271	1239
265	527
265	885
198	1260
198	834
198	1213
198	448
198	1020
198	542
198	504
198	1154
168	340
168	849
168	1115
110	1471
110	1549
110	1552
110	438
110	445
110	784
58	823
58	1657
58	1272
58	417
58	252
58	1670
58	1490
237	346
237	590
94	1318
94	1609
94	649
94	1063
94	409
94	517
94	1553
94	1660
94	333
94	108
94	882
94	350
94	1036
94	958
94	836
94	964
128	955
128	61
128	395
128	230
128	89
128	502
128	983
128	758
44	770
44	224
44	1194
44	690
44	523
44	1038
44	1609
264	1335
264	1453
264	846
264	1149
264	516
41	1174
41	323
41	1026
82	791
82	745
82	90
82	549
82	1315
82	1442
82	287
262	646
262	1676
262	1279
262	429
262	212
262	619
262	206
174	792
174	1331
174	860
174	854
174	808
174	1425
174	718
174	83
43	1451
43	586
43	1139
43	1246
43	1127
43	476
43	1407
43	442
43	875
84	978
84	198
84	975
269	1643
269	757
269	1456
269	609
269	588
269	1033
269	332
269	783
269	36
269	929
269	585
269	466
269	1538
259	690
259	123
85	718
85	726
85	1164
85	972
85	1639
85	1542
85	817
85	1212
85	422
85	1371
85	1464
85	1467
213	51
213	322
213	104
213	621
213	1337
213	408
121	1226
121	1560
121	619
49	1655
49	424
49	1096
49	1382
49	848
49	415
49	1406
49	1210
49	350
155	604
68	843
68	1468
172	1199
172	67
19	717
268	1265
268	1012
268	1166
268	1011
268	1474
268	1416
268	617
268	491
268	414
268	487
268	1299
268	37
268	766
268	538
5	1548
5	118
5	53
5	335
