196	515	0
196	1258	0
186	1011	0
186	297	0
186	560	0
186	851	0
22	155	0
22	1315	0
22	741	0
22	928	0
22	976	0
22	879	0
244	1067	0
244	1324	0
244	868	0
244	1578	0
244	1266	0
244	1214	0
244	1523	0
244	38	0
244	928	0
244	1316	0
166	486	0
298	685	0
298	494	0
298	618	0
298	226	0
298	1268	0
298	1097	0
115	520	0
115	1051	0
115	412	0
115	1206	0
253	252	0
253	977	0
253	1319	0
253	123	0
305	1301	0
305	833	0
305	1105	0
305	430	0
305	1373	0
305	662	0
305	1435	0
305	1178	0
305	1296	0
6	947	0
6	718	0
6	162	0
6	1068	0
6	1317	0
6	1438	0
6	865	0
6	1049	0
6	1256	0
62	522	0
62	140	0
62	1184	0
62	858	0
62	468	0
62	146	0
62	1414	0
62	1214	0
62	1495	0
62	1467	0
286	420	0
286	768	0
286	1557	0
286	886	0
286	1321	0
286	1641	0
286	1392	0
286	928	0
286	936	0
286	370	0
286	624	0
286	346	0
200	73	0
200	712	0
200	768	0
200	1034	0
200	545	0
200	1610	0
200	1190	0
200	1017	0
200	149	0
210	1393	0
210	1545	0
210	624	0
210	261	0
210	335	0
210	825	0
224	263	0
224	1328	0
224	802	0
224	1011	0
224	506	0
224	409	0
303	978	0
303	711	0
303	1623	0
303	400	0
303	1441	0
303	1639	0
303	1074	0
303	728	0
303	1489	0
303	1444	0
303	561	0
303	951	0
303	801	0
303	816	0
303	560	0
303	1548	0
303	1477	0
303	1081	0
303	1263	0
303	1542	0
122	1440	0
122	1071	0
122	1362	0
194	65	0
194	726	0
194	1436	0
194	1125	0
194	1452	0
194	1652	0
194	408	0
194	861	0
194	395	0
194	251	0
194	1371	0
194	1058	0
194	1272	0
291	199	0
291	115	0
291	1262	0
291	1390	0
291	197	0
291	281	0
291	297	0
291	1295	0
291	633	0
291	946	0
291	607	0
291	1516	0
234	1165	0
234	1180	0
234	1045	0
234	439	0
234	1197	0
234	954	0
234	225	0
234	781	0
234	1489	0
234	272	0
234	597	0
234	728	0
234	1581	0
234	780	0
234	1019	0
234	862	0
234	1664	0
234	1433	0
234	691	0
234	680	0
119	1392	0
119	969	0
119	218	0
119	1191	0
119	1606	0
119	1485	0
119	34	0
119	1344	0
167	952	0
167	1314	0
167	720	0
299	1605	0
299	1331	0
299	64	0
299	1010	0
299	2	0
299	361	0
299	868	0
299	183	0
299	1454	0
299	1144	0
299	992	0
299	27	0
308	1471	0
308	1199	0
308	1430	0
308	1144	0
308	260	0
308	524	0
308	384	0
308	148	0
308	271	0
308	1641	0
308	1058	0
308	1390	0
308	630	0
308	1392	0
308	220	0
308	620	0
95	1024	0
95	116	0
95	1290	0
95	746	0
95	559	0
95	305	0
95	944	0
95	723	0
95	1407	0
95	1324	0
95	750	0
95	1369	0
38	862	0
38	1541	0
38	531	0
38	277	0
38	859	0
102	819	0
102	1101	0
102	706	0
102	90	0
102	1199	0
102	952	0
102	919	0
102	1244	0
102	633	0
63	364	0
63	1119	0
63	1143	0
63	880	0
160	1465	0
160	1193	0
160	1398	0
160	555	0
160	666	0
50	1191	0
301	149	0
301	1045	0
301	1357	0
301	1192	0
301	1014	0
301	925	0
301	489	0
301	1252	0
301	832	0
301	659	0
301	486	0
225	1210	0
225	1076	0
290	880	0
290	303	0
290	1152	0
290	1450	0
290	1292	0
290	620	0
97	695	0
97	58	0
97	596	0
157	1539	0
157	231	0
157	197	0
181	657	0
181	556	0
181	421	0
181	947	0
181	409	0
181	438	0
181	568	0
181	550	0
181	82	0
181	515	0
181	454	0
181	1469	0
181	1286	0
181	239	0
181	780	0
181	1612	0
181	180	0
181	1567	0
278	198	0
276	1361	0
276	1217	0
276	264	0
276	574	0
276	1535	0
276	599	0
276	1596	0
276	178	0
276	861	0
276	452	0
276	947	0
276	313	0
276	1607	0
276	355	0
276	1654	0
276	1411	0
276	286	0
276	1085	0
276	131	0
276	1205	0
276	1242	0
7	1573	0
7	222	0
7	1113	0
7	697	0
7	958	0
7	1529	0
7	1606	0
7	793	0
7	74	0
7	247	0
7	955	0
7	73	0
7	1489	0
7	1090	0
7	842	0
7	936	0
7	1117	0
10	144	0
10	607	0
10	1559	0
10	1500	0
10	281	0
10	1344	0
10	88	0
10	375	0
284	1336	0
284	963	0
201	925	0
201	1030	0
201	491	0
201	1022	0
201	1302	0
201	1556	0
201	532	0
201	1652	0
201	993	0
201	818	0
201	309	0
201	1384	0
201	966	0
201	1053	0
201	126	0
201	1496	0
287	647	0
287	762	0
287	1108	0
246	753	0
246	700	0
246	1163	0
246	534	0
246	1022	0
246	313	0
246	892	0
246	190	0
242	466	0
249	652	0
249	720	0
249	254	0
249	940	0
249	1071	0
249	1283	0
249	397	0
99	1328	0
99	1051	0
99	222	0
99	1172	0
99	782	0
99	1274	0
178	740	0
178	995	0
178	1181	0
178	380	0
178	343	0
178	702	0
178	1111	0
178	618	0
178	929	0
178	1256	0
178	1303	0
251	738	0
251	501	0
251	673	0
251	824	0
81	656	0
81	134	0
81	1548	0
260	16	0
25	878	0
25	594	0
25	987	0
25	287	0
59	1139	0
59	1179	0
59	1419	0
59	678	0
59	1032	0
59	1144	0
59	221	0
59	1123	0
59	226	0
59	690	0
59	1076	0
59	449	0
59	832	0
59	43	0
59	53	0
59	255	0
72	877	0
72	1096	0
72	619	0
72	1488	0
72	1392	0
72	300	0
87	569	0
87	1245	0
87	257	0
87	19	0
87	627	0
87	1527	0
87	1274	0
87	841	0
87	249	0
42	1558	0
42	850	0
42	400	0
42	580	0
42	92	0
42	56	0
42	1127	0
42	469	0
292	1658	0
292	1103	0
292	280	0
292	1428	0
292	1468	0
20	375	0
20	1436	0
13	1468	0
13	1454	0
13	122	0
13	1418	0
13	284	0
13	964	0
13	232	0
13	295	0
13	536	0
13	1491	0
13	206	0
13	1617	0
13	166	0
13	1462	0
13	698	0
13	456	0
13	971	0
13	1053	0
13	1369	0
13	366	0
13	1522	0
13	1270	0
13	1311	0
13	1493	0
13	1175	0
