505	66	1
57	844	1
887	288	1
64	718	1
49	413	1
385	197	1
864	64	1
862	127	1
363	77	1
207	531	1
926	340	1
741	393	1
886	50	1
235	196	1
514	647	1
543	86	1
625	238	1
295	50	1
231	491	0
488	509	1
894	25	1
416	87	1
416	276	1
11	740	1
695	319	1
615	736	1
267	433	1
297	748	1
501	922	1
8	435	1
901	22	1
605	1	1
10	418	1
690	712	1
254	655	1
504	418	1
20	597	1
874	285	1
499	328	1
487	841	1
104	301	1
592	12	1
885	209	1
592	508	1
10	693	1
940	709	1
7	526	1
122	661	1
761	294	1
878	276	1
269	183	1
429	8	1
13	760	1
889	7	1
588	275	1
37	1065	0
13	692	1
386	117	1
535	609	1
889	42	1
373	215	1
528	1390	0
503	463	1
58	773	1
798	692	1
405	217	1
925	876	1
450	230	1
614	472	1
315	651	1
193	254	0
87	153	1
515	243	1
267	100	1
189	181	1
62	1009	1
686	22	1
470	327	1
92	1208	1
271	198	1
90	632	1
196	269	1
23	196	1
181	995	1
942	487	1
23	423	1
297	838	0
213	475	1
560	132	1
659	356	1
705	99	1
367	258	1
405	1058	1
327	65	1
267	203	1
385	286	1
923	689	1
130	215	1
468	70	1
537	890	1
303	50	1
119	8	0
48	433	1
716	588	1
63	1011	1
83	2	1
41	152	1
542	1489	0
452	528	1
488	705	1
715	22	1
704	322	1
447	150	1
293	933	1
486	935	1
469	513	1
893	1	1
655	218	1
426	524	1
52	100	1
542	194	1
325	483	1
325	434	1
794	50	1
725	873	1
870	188	1
405	662	1
500	10	1
722	458	1
380	134	1
666	1013	1
796	1326	0
553	474	1
643	639	1
500	1009	1
481	500	1
96	174	1
79	236	1
893	928	1
3	337	1
7	119	0
823	48	1
715	118	1
772	300	1
592	482	1
236	298	1
774	1113	0
92	265	1
1	254	1
666	70	1
13	875	1
897	616	1
474	511	1
82	286	1
85	1075	1
268	1188	1
582	748	1
771	71	1
236	532	1
13	300	1
727	154	1
147	305	1
600	62	1
232	191	1
312	136	1
660	249	1
524	403	1
57	271	1
456	357	1
44	802	0
942	216	1
235	647	1
868	746	1
118	185	1
90	126	1
682	527	1
936	975	1
556	327	1
181	1389	1
730	15	1
349	619	1
378	172	1
481	181	1
909	300	1
894	257	1
523	194	1
843	495	1
580	271	1
757	229	1
255	879	1
94	527	1
840	505	1
470	293	1
354	464	1
932	432	1
60	133	1
736	294	1
332	546	1
308	192	1
92	172	1
92	628	1
278	539	0
655	1012	1
215	288	1
894	818	1
1	153	1
269	23	1
589	895	1
823	459	1
776	50	1
409	191	1
447	1034	1
766	8	1
374	179	1
498	23	1
296	10	1
727	411	1
648	930	1
576	15	1
621	208	1
545	222	1
670	659	1
6	166	1
254	526	1
880	781	1
89	221	1
500	223	1
477	369	1
500	325	1
490	222	1
450	220	1
326	173	1
933	39	1
174	953	1
279	491	1
1	188	1
751	385	1
521	210	1
592	483	1
591	216	1
655	391	1
244	310	1
124	28	1
649	117	1
894	311	1
250	469	1
682	70	1
708	1028	1
212	527	1
161	1107	0
119	109	1
703	748	1
577	15	1
308	117	1
820	358	1
650	152	1
72	48	1
890	153	1
752	305	1
405	396	1
178	476	1
201	182	1
763	4	1
405	208	1
932	514	1
18	180	1
247	271	1
450	1172	1
25	135	1
406	485	1
711	134	1
591	300	1
474	180	1
405	1484	1
416	477	1
868	47	1
758	108	1
666	182	1
408	313	1
886	318	1
121	237	1
10	486	1
506	746	1
639	305	1
326	503	1
579	111	1
162	147	1
642	723	1
431	300	1
542	386	1
642	402	1
323	248	1
59	182	1
83	77	1
327	514	1
644	289	1
934	629	1
497	183	1
551	135	1
25	238	1
916	1014	1
234	186	1
426	318	1
563	304	1
506	1038	0
537	337	1
234	618	1
618	23	1
889	484	1
405	1208	1
64	50	1
452	1019	0
559	196	1
222	210	1
506	186	1
454	131	1
194	549	1
315	123	0
370	856	1
577	228	1
620	234	1
756	171	1
524	60	1
303	582	1
489	887	1
10	701	1
468	742	1
381	607	1
67	1346	0
25	313	0
271	190	1
518	124	1
336	210	1
687	323	1
790	926	1
727	135	1
216	151	1
798	491	1
354	423	1
396	930	1
506	56	1
561	588	1
828	652	1
268	230	1
519	879	1
709	282	1
889	86	1
378	806	1
671	182	1
437	265	1
858	181	1
696	311	1
331	238	1
271	546	1
295	137	1
668	323	1
896	97	1
537	855	1
416	393	1
255	218	1
158	123	1
295	265	1
683	286	1
268	425	1
716	185	1
151	66	1
210	97	1
605	521	1
207	284	1
268	13	1
548	229	1
474	181	1
339	317	1
293	693	1
500	964	1
193	250	0
532	946	1
256	278	1
577	265	1
665	257	1
486	1094	1
23	96	1
815	432	1
207	107	1
321	978	0
233	99	1
95	176	1
295	109	1
389	197	1
561	123	0
705	820	1
793	576	0
63	748	1
892	2	1
608	475	1
717	591	1
212	199	1
561	273	1
669	56	1
94	726	0
506	603	1
234	66	1
200	760	1
437	1239	0
14	7	1
407	56	1
234	268	1
922	51	1
873	875	1
383	9	1
255	748	1
194	479	1
891	121	1
478	369	1
236	313	1
724	995	1
394	549	1
840	50	1
59	318	1
234	31	1
861	865	0
181	1312	1
825	1245	0
456	462	1
299	289	1
16	603	1
229	300	1
650	400	0
549	1	1
322	48	1
181	224	1
707	15	1
592	1265	1
5	100	1
328	318	1
354	533	1
346	658	1
130	389	1
344	172	1
524	663	1
503	197	1
535	179	1
189	174	1
456	209	1
286	747	1
16	12	1
480	661	1
597	328	1
647	255	1
201	1039	1
109	763	1
354	485	1
882	71	1
822	333	1
550	181	1
545	328	1
543	318	1
582	1477	0
62	134	1
250	1199	1
693	229	1
533	31	1
847	168	1
721	299	1
698	83	1
70	15	1
924	383	0
783	334	1
749	258	1
418	899	1
538	187	1
421	302	1
882	205	1
577	188	1
804	425	1
381	132	1
370	390	1
748	200	1
379	54	1
758	1432	0
450	699	1
496	133	1
308	198	1
203	1049	1
781	195	1
864	133	1
880	210	1
561	629	1
354	287	1
181	1259	1
271	79	1
60	708	1
682	38	1
905	1088	0
804	97	1
880	689	1
782	748	1
599	845	1
900	696	1
537	268	1
216	69	1
158	471	1
325	345	1
279	1490	1
892	150	1
354	1135	0
659	174	1
121	292	1
537	778	1
387	731	1
499	7	1
905	879	1
242	237	1
487	1446	1
625	286	1
90	609	1
561	693	1
70	71	1
134	315	1
1	133	1
663	15	1
176	150	1
308	945	1
758	587	1
669	195	1
907	1057	1
222	282	1
40	305	1
72	100	1
472	1068	0
468	544	1
130	357	1
347	223	1
254	616	1
634	122	1
293	657	1
933	1188	1
399	679	1
299	278	1
184	642	1
406	209	1
327	260	1
927	1093	1
657	455	1
486	279	1
254	174	1
393	480	1
87	715	1
301	511	1
454	1059	0
27	288	1
595	298	1
508	154	1
174	1112	0
249	258	1
314	93	1
178	255	1
430	288	1
60	186	1
393	56	1
393	316	1
748	7	1
880	1012	1
268	185	1
189	656	1
550	222	1
804	495	1
934	617	1
158	510	1
938	289	1
846	550	1
271	285	1
264	558	1
608	603	1
693	523	1
92	727	1
638	96	1
397	435	1
805	28	1
521	132	1
250	813	1
650	467	0
21	877	1
363	89	1
918	631	1
57	105	1
213	55	1
137	685	1
269	531	1
710	89	1
524	1262	0
472	550	1
659	522	0
363	65	1
270	781	1
617	200	1
244	7	1
524	584	1
1	135	1
581	224	1
591	238	1
18	609	1
659	385	1
79	269	1
612	100	1
297	546	1
943	226	1
119	829	1
270	213	1
484	96	1
343	293	0
373	290	1
207	18	1
889	615	1
22	926	1
815	136	1
551	1267	1
363	557	1
58	111	1
629	137	1
599	988	1
825	597	1
918	197	1
361	59	1
893	323	1
916	425	1
398	497	1
790	436	1
938	405	1
712	732	1
311	233	1
391	132	1
648	820	1
175	11	1
315	13	1
823	625	1
478	77	1
840	414	1
804	156	1
131	124	1
796	258	1
624	591	1
853	322	1
896	661	1
276	811	0
892	216	1
660	546	1
860	315	1
148	190	1
276	298	1
840	644	1
872	864	1
622	418	1
99	22	1
345	980	1
830	22	1
251	520	1
95	568	1
719	79	1
276	9	0
667	196	1
276	591	1
308	634	1
880	1270	1
533	1041	1
650	272	1
822	95	1
142	181	1
907	42	1
519	259	1
716	11	1
865	7	1
561	243	1
145	769	1
826	431	1
24	153	1
771	768	1
221	12	1
908	963	1
406	25	1
606	118	1
664	321	1
648	717	1
436	11	1
870	21	1
207	576	1
756	256	1
293	824	1
167	1309	1
647	173	1
230	742	1
665	369	1
210	301	1
327	856	1
347	249	1
210	135	1
671	379	1
106	216	1
847	222	1
796	739	1
130	993	1
26	111	1
606	884	0
95	64	1
44	318	1
387	33	1
531	259	1
451	270	1
262	420	1
65	907	0
551	380	1
238	301	1
406	125	1
564	72	0
814	185	1
428	896	1
22	201	1
174	423	1
634	756	1
885	173	1
532	425	1
882	203	1
476	66	1
11	194	1
568	572	0
772	264	1
504	163	1
293	506	1
295	47	1
709	125	1
120	121	1
450	35	1
433	326	1
193	742	1
197	228	1
42	826	1
278	306	1
554	67	1
200	235	1
296	150	1
60	178	1
417	428	1
380	71	1
363	307	1
87	167	1
544	270	1
45	1059	1
91	328	1
293	290	1
683	322	1
90	1137	1
151	172	1
64	185	1
23	28	1
144	1226	1
676	245	1
445	288	1
72	25	1
292	118	1
90	905	1
301	184	1
399	223	1
110	808	1
280	265	1
342	246	1
764	1284	1
507	323	1
95	198	1
345	235	1
727	692	1
8	243	1
